ITMNUM;PRICE_NET;PRICE_BRU;CURRENCY;PRILIST;CUSGRP
LIVONOSET1003000216DE;489.47000; ;1;SPL19-0061;100006167
LIVONOSET1004000101DE;585.26000; ;1;SPL19-0061;100006167
LIVONOSET1004000104DE;585.26000; ;1;SPL19-0061;100006167
LIVONOSET1004000214DE;585.26000; ;1;SPL19-0061;100006167
LIVONOSET1004000216DE;585.26000; ;1;SPL19-0061;100006167
LIVONOSET1005000101DE;625.26000; ;1;SPL19-0061;100006167
LIVONOSET1005000104DE;625.26000; ;1;SPL19-0061;100006167
LIVONOSET1005000214DE;625.26000; ;1;SPL19-0061;100006167
LIVONOSET1005000216DE;625.26000; ;1;SPL19-0061;100006167
LIVONOSET1006000101DE;721.05000; ;1;SPL19-0061;100006167
LIVONOSET1006000104DE;721.05000; ;1;SPL19-0061;100006167
LIVONOSET1006000214DE;721.05000; ;1;SPL19-0061;100006167
LIVONOSET1006000216DE;721.05000; ;1;SPL19-0061;100006167
ARGOSSET000101DE;664.21000; ;1;SPL19-0061;100006167
ARGOSSET000103DE;664.21000; ;1;SPL19-0061;100006167
ARGOSSET000104DE;664.21000; ;1;SPL19-0061;100006167
ARGOSSET000216DE;664.21000; ;1;SPL19-0061;100006167
AURELIONXLSET000101DE;777.89000; ;1;SPL19-0061;100006167
AURELIONXLSET000103DE;777.89000; ;1;SPL19-0061;100006167
AURELIONXLSET000104DE;777.89000; ;1;SPL19-0061;100006167
AURELIONXLSET000204DE;777.89000; ;1;SPL19-0061;100006167
AURELIONXLSET000214DE;777.89000; ;1;SPL19-0061;100006167
AURELIONXLSET000216DE;777.89000; ;1;SPL19-0061;100006167
PCROSS1;9.47000; ;1;SPL19-0061;100006167
PCROSS2;12.63000; ;1;SPL19-0061;100006167
PCROSS3;5.26000; ;1;SPL19-0061;100006167
PCROSS4;26.00000; ;1;SPL19-0061;100006167
PCROSS7;21.05000; ;1;SPL19-0061;100006167
P0542214;95.00000; ;1;SPL19-0062;100006151
P0542214;95.00000; ;1;SPL19-0062;100006151
P0542276;95.00000; ;1;SPL19-0062;100006151
P0542278;95.00000; ;1;SPL19-0062;100006151
P0542284;95.00000; ;1;SPL19-0062;100006151
P0542314;100.00000; ;1;SPL19-0062;100006151
P0542376;100.00000; ;1;SPL19-0062;100006151
P0542378;100.00000; ;1;SPL19-0062;100006151
P0542384;100.00000; ;1;SPL19-0062;100006151
P0542445;26.00000; ;1;SPL19-0062;100006151
P0542476;26.00000; ;1;SPL19-0062;100006151
P0542496;26.00000; ;1;SPL19-0062;100006151
P0542576;49.00000; ;1;SPL19-0062;100006151
P0542645;41.00000; ;1;SPL19-0062;100006151
P0542676;41.00000; ;1;SPL19-0062;100006151
P0542696;41.00000; ;1;SPL19-0062;100006151
P0542745;66.00000; ;1;SPL19-0062;100006151
P0542776;66.00000; ;1;SPL19-0062;100006151
P0542796;66.00000; ;1;SPL19-0062;100006151
P0542976;65.00000; ;1;SPL19-0062;100006151
P0543476;60.00000; ;1;SPL19-0062;100006151
P0543576;55.00000; ;1;SPL19-0062;100006151
P0543976;90.00000; ;1;SPL19-0062;100006151
P0548476;65.00000; ;1;SPL19-0062;100006151
P0548478;65.00000; ;1;SPL19-0062;100006151
P0548484;65.00000; ;1;SPL19-0062;100006151
P0560024;169.00000; ;1;SPL19-0062;100006151
P0560076;169.00000; ;1;SPL19-0062;100006151
P0560084;169.00000; ;1;SPL19-0062;100006151
P0560085;169.00000; ;1;SPL19-0062;100006151
P0560091;169.00000; ;1;SPL19-0062;100006151
P0560099;169.00000; ;1;SPL19-0062;100006151
P0560124;188.00000; ;1;SPL19-0062;100006151
P0560176;188.00000; ;1;SPL19-0062;100006151
P0560184;188.00000; ;1;SPL19-0062;100006151
P0560185;188.00000; ;1;SPL19-0062;100006151
P0560191;188.00000; ;1;SPL19-0062;100006151
P0560199;188.00000; ;1;SPL19-0062;100006151
P0560214;65.00000; ;1;SPL19-0062;100006151
P0560276;65.00000; ;1;SPL19-0062;100006151
P0560278;65.00000; ;1;SPL19-0062;100006151
P0560284;65.00000; ;1;SPL19-0062;100006151
P0560324;189.00000; ;1;SPL19-0062;100006151
P0560376;189.00000; ;1;SPL19-0062;100006151
P0560384;189.00000; ;1;SPL19-0062;100006151
P0560385;189.00000; ;1;SPL19-0062;100006151
P0560391;189.00000; ;1;SPL19-0062;100006151
P0560399;189.00000; ;1;SPL19-0062;100006151
P0560424;115.00000; ;1;SPL19-0062;100006151
P0560476;115.00000; ;1;SPL19-0062;100006151
P0560484;115.00000; ;1;SPL19-0062;100006151
P0560485;115.00000; ;1;SPL19-0062;100006151
P0560491;115.00000; ;1;SPL19-0062;100006151
P0560499;115.00000; ;1;SPL19-0062;100006151
P0560624;65.00000; ;1;SPL19-0062;100006151
P0560676;65.00000; ;1;SPL19-0062;100006151
P0560684;65.00000; ;1;SPL19-0062;100006151
P0560685;65.00000; ;1;SPL19-0062;100006151
P0560691;65.00000; ;1;SPL19-0062;100006151
P0560699;65.00000; ;1;SPL19-0062;100006151
P0560824;39.00000; ;1;SPL19-0062;100006151
P0560876;39.00000; ;1;SPL19-0062;100006151
P0560884;39.00000; ;1;SPL19-0062;100006151
P0560891;39.00000; ;1;SPL19-0062;100006151
P0560899;39.00000; ;1;SPL19-0062;100006151
P0560924;160.00000; ;1;SPL19-0062;100006151
P0560976;160.00000; ;1;SPL19-0062;100006151
P0560984;160.00000; ;1;SPL19-0062;100006151
P0560985;160.00000; ;1;SPL19-0062;100006151
P0560991;160.00000; ;1;SPL19-0062;100006151
P0560999;160.00000; ;1;SPL19-0062;100006151
P0561124;67.00000; ;1;SPL19-0062;100006151
P0561176;67.00000; ;1;SPL19-0062;100006151
P0561184;67.00000; ;1;SPL19-0062;100006151
P0561185;67.00000; ;1;SPL19-0062;100006151
P0561191;67.00000; ;1;SPL19-0062;100006151
P0561199;67.00000; ;1;SPL19-0062;100006151
P0561224;65.00000; ;1;SPL19-0062;100006151
P0561276;65.00000; ;1;SPL19-0062;100006151
P0561284;65.00000; ;1;SPL19-0062;100006151
P0561291;65.00000; ;1;SPL19-0062;100006151
P0561299;65.00000; ;1;SPL19-0062;100006151
P0561424;139.00000; ;1;SPL19-0062;100006151
P0561476;139.00000; ;1;SPL19-0062;100006151
P0561484;139.00000; ;1;SPL19-0062;100006151
P0561485;139.00000; ;1;SPL19-0062;100006151
P0561491;139.00000; ;1;SPL19-0062;100006151
P0561499;139.00000; ;1;SPL19-0062;100006151
P0561692;39.00000; ;1;SPL19-0062;100006151
P0562076;179.00000; ;1;SPL19-0062;100006151
P0562084;179.00000; ;1;SPL19-0062;100006151
P0562085;179.00000; ;1;SPL19-0062;100006151
P0562091;179.00000; ;1;SPL19-0062;100006151
P0562099;179.00000; ;1;SPL19-0062;100006151
P0567278;85.00000; ;1;SPL19-0062;100006151
P0567284;85.00000; ;1;SPL19-0062;100006151
P0567376;95.00000; ;1;SPL19-0062;100006151
P0567378;95.00000; ;1;SPL19-0062;100006151
P0567384;95.00000; ;1;SPL19-0062;100006151
P0567414;145.00000; ;1;SPL19-0062;100006151
P0567476;145.00000; ;1;SPL19-0062;100006151
P0567478;145.00000; ;1;SPL19-0062;100006151
P0567484;145.00000; ;1;SPL19-0062;100006151
P0567584;70.00000; ;1;SPL19-0062;100006151
P0567684;69.00000; ;1;SPL19-0062;100006151
P0567691;69.00000; ;1;SPL19-0062;100006151
P0567784;85.00000; ;1;SPL19-0062;100006151
P0567791;85.00000; ;1;SPL19-0062;100006151
P0567884;45.00000; ;1;SPL19-0062;100006151
P0567891;29.00000; ;1;SPL19-0062;100006151
P0568114;140.00000; ;1;SPL19-0062;100006151
P0568178;140.00000; ;1;SPL19-0062;100006151
P0568184;140.00000; ;1;SPL19-0062;100006151
P0570184;185.00000; ;1;SPL19-0062;100006151
P0570484;122.00000; ;1;SPL19-0062;100006151
P0571184;185.00000; ;1;SPL19-0062;100006151
P0571284;185.00000; ;1;SPL19-0062;100006151
P0577684;67.00000; ;1;SPL19-0062;100006151
P0577884;43.50000; ;1;SPL19-0062;100006151
P0580476;119.50000; ;1;SPL19-0062;100006151
P0580484;119.50000; ;1;SPL19-0062;100006151
P0580485;119.50000; ;1;SPL19-0062;100006151
P0580491;119.50000; ;1;SPL19-0062;100006151
P0580499;119.50000; ;1;SPL19-0062;100006151
P0580514;100.00000; ;1;SPL19-0062;100006151
P0580584;100.00000; ;1;SPL19-0062;100006151
P0580591;100.00000; ;1;SPL19-0062;100006151
P0580599;100.00000; ;1;SPL19-0062;100006151
P0581476;143.50000; ;1;SPL19-0062;100006151
P0581484;143.50000; ;1;SPL19-0062;100006151
P0581485;143.50000; ;1;SPL19-0062;100006151
P0581491;143.50000; ;1;SPL19-0062;100006151
P0581499;143.50000; ;1;SPL19-0062;100006151
P0581514;131.50000; ;1;SPL19-0062;100006151
P0581584;131.50000; ;1;SPL19-0062;100006151
P0581591;131.50000; ;1;SPL19-0062;100006151
P0581599;131.50000; ;1;SPL19-0062;100006151
P0582076;63.00000; ;1;SPL19-0062;100006151
P0582084;63.00000; ;1;SPL19-0062;100006151
P0582091;63.00000; ;1;SPL19-0062;100006151
P0582099;63.00000; ;1;SPL19-0062;100006151
P0582176;20.00000; ;1;SPL19-0062;100006151
P0582178;20.00000; ;1;SPL19-0062;100006151
P0582184;20.00000; ;1;SPL19-0062;100006151
P0582276;68.00000; ;1;SPL19-0062;100006151
P0582284;68.00000; ;1;SPL19-0062;100006151
P0582289;68.00000; ;1;SPL19-0062;100006151
P0582291;68.00000; ;1;SPL19-0062;100006151
P0582299;68.00000; ;1;SPL19-0062;100006151
P0586914;220.00000; ;1;SPL19-0062;100006151
P0586984;220.00000; ;1;SPL19-0062;100006151
P0586991;220.00000; ;1;SPL19-0062;100006151
P0586999;220.00000; ;1;SPL19-0062;100006151
P0587014;270.00000; ;1;SPL19-0062;100006151
P0587076;270.00000; ;1;SPL19-0062;100006151
P0587084;270.00000; ;1;SPL19-0062;100006151
P0587085;270.00000; ;1;SPL19-0062;100006151
P0587091;270.00000; ;1;SPL19-0062;100006151
P0587099;270.00000; ;1;SPL19-0062;100006151
P0587676;68.00000; ;1;SPL19-0062;100006151
P0587684;68.00000; ;1;SPL19-0062;100006151
P0587685;68.00000; ;1;SPL19-0062;100006151
P0587691;68.00000; ;1;SPL19-0062;100006151
P0587699;68.00000; ;1;SPL19-0062;100006151
P0587714;52.00000; ;1;SPL19-0062;100006151
P0587784;52.00000; ;1;SPL19-0062;100006151
P0587791;52.00000; ;1;SPL19-0062;100006151
P0587799;52.00000; ;1;SPL19-0062;100006151
P0587814;40.50000; ;1;SPL19-0062;100006151
P0587876;40.50000; ;1;SPL19-0062;100006151
P0587884;40.50000; ;1;SPL19-0062;100006151
P0587891;40.50000; ;1;SPL19-0062;100006151
P0587899;40.50000; ;1;SPL19-0062;100006151
P8000001;551.00000; ;1;SPL19-0062;100006151
P8000002;269.00000; ;1;SPL19-0062;100006151
P8000003;264.00000; ;1;SPL19-0062;100006151
P8000010;639.00000; ;1;SPL19-0062;100006151
P8000011;415.00000; ;1;SPL19-0062;100006151
P8000014;562.50000; ;1;SPL19-0062;100006151
P8000015;330.00000; ;1;SPL19-0062;100006151
P8000039;667.00000; ;1;SPL19-0062;100006151
P8000040;415.00000; ;1;SPL19-0062;100006151
P8000043;488.00000; ;1;SPL19-0062;100006151
P8000044;269.00000; ;1;SPL19-0062;100006151
P8000047;743.00000; ;1;SPL19-0062;100006151
P8000048;583.00000; ;1;SPL19-0062;100006151
P8000049;349.00000; ;1;SPL19-0062;100006151
P8000061;612.00000; ;1;SPL19-0062;100006151
P8000062;360.00000; ;1;SPL19-0062;100006151
P8000063;503.50000; ;1;SPL19-0062;100006151
P8000064;468.50000; ;1;SPL19-0062;100006151
P8000065;612.00000; ;1;SPL19-0062;100006151
P8000066;360.00000; ;1;SPL19-0062;100006151
P8000067;503.50000; ;1;SPL19-0062;100006151
P8000068;468.50000; ;1;SPL19-0062;100006151
P8000069;612.00000; ;1;SPL19-0062;100006151
P8000070;360.00000; ;1;SPL19-0062;100006151
P8000071;503.50000; ;1;SPL19-0062;100006151
P8000072;468.50000; ;1;SPL19-0062;100006151
P8000082;551.00000; ;1;SPL19-0062;100006151
P8000083;651.00000; ;1;SPL19-0062;100006151
P8000084;651.00000; ;1;SPL19-0062;100006151
P8000085;706.00000; ;1;SPL19-0062;100006151
P8000086;643.00000; ;1;SPL19-0062;100006151
P8000087;643.00000; ;1;SPL19-0062;100006151
P8000088;678.00000; ;1;SPL19-0062;100006151
P8000089;607.50000; ;1;SPL19-0062;100006151
P8000090;562.50000; ;1;SPL19-0062;100006151
P8000102;368.00000; ;1;SPL19-0062;100006151
P8000103;330.00000; ;1;SPL19-0062;100006151
P8000104;112.30000; ;1;SPL19-0062;100006151
P8000105;112.30000; ;1;SPL19-0062;100006151
P8000106;112.30000; ;1;SPL19-0062;100006151
P8000107;112.30000; ;1;SPL19-0062;100006151
P8000108;112.30000; ;1;SPL19-0062;100006151
HMYDAY65CM000101DE;361.05263; ;1;SPL19-0062;100006151
HMYDAY65CM000104DE;361.05263; ;1;SPL19-0062;100006151
HMYDAY80CM000101DE;454.73684; ;1;SPL19-0062;100006151
HMYDAY80CM000104DE;454.73684; ;1;SPL19-0062;100006151
HMYDAY100CM000101DE;554.73684; ;1;SPL19-0062;100006151
HMYDAY100CM000104DE;554.73684; ;1;SPL19-0062;100006151
HMYDAY130CM000101DE;710.52632; ;1;SPL19-0062;100006151
HMYDAY130CM000104DE;710.52632; ;1;SPL19-0062;100006151
HSUBWAY2-0-50CM000101DE;285.26000; ;1;SPL19-0062;100006151
HSUBWAY2-0-50CM000104DE;285.26000; ;1;SPL19-0062;100006151
HSUBWAY2-0-55CM000101DE;306.32000; ;1;SPL19-0062;100006151
HSUBWAY2-0-55CM000104DE;306.32000; ;1;SPL19-0062;100006151
HSUBWAY2-0-60CM000101DE;320.00000; ;1;SPL19-0062;100006151
HSUBWAY2-0-60CM000104DE;320.00000; ;1;SPL19-0062;100006151
HSUBWAY2-0-65CM000101DE;325.26000; ;1;SPL19-0062;100006151
HSUBWAY2-0-65CM000104DE;325.26000; ;1;SPL19-0062;100006151
HSUBWAY2-0-80CM000101DE;473.68000; ;1;SPL19-0062;100006151
HSUBWAY2-0-80CM000104DE;473.68000; ;1;SPL19-0062;100006151
HSUBWAY2-0-100CM000101DE;561.05000; ;1;SPL19-0062;100006151
HSUBWAY2-0-100CM000104DE;561.05000; ;1;SPL19-0062;100006151
HSUBWAY2-0-130CM000101DE;726.32000; ;1;SPL19-0062;100006151
HSUBWAY2-0-130CM000104DE;726.32000; ;1;SPL19-0062;100006151
HVENTICELLO50CM2000101DE;287.37000; ;1;SPL19-0062;100006151
HVENTICELLO50CM2000104DE;287.37000; ;1;SPL19-0062;100006151
HVENTICELLO60CM000101DE;335.79000; ;1;SPL19-0062;100006151
HVENTICELLO60CM000104DE;335.79000; ;1;SPL19-0062;100006151
HVENTICELLO65CM000101DE;341.05000; ;1;SPL19-0062;100006151
HVENTICELLO65CM000104DE;341.05000; ;1;SPL19-0062;100006151
HVENTICELLO80CM000101DE;480.00000; ;1;SPL19-0062;100006151
HVENTICELLO80CM000104DE;480.00000; ;1;SPL19-0062;100006151
HVENTICELLO100CM000101DE;569.47000; ;1;SPL19-0062;100006151
HVENTICELLO100CM000104DE;569.47000; ;1;SPL19-0062;100006151
HVENTICELLO100CMDOPPEL000101DE;569.47000; ;1;SPL19-0062;100006151
HVENTICELLO100CMDOPPEL000104DE;569.47000; ;1;SPL19-0062;100006151
HVENTICELLO120CMDOPPEL000101DE;673.68000; ;1;SPL19-0062;100006151
HVENTICELLO120CMDOPPEL000104DE;673.68000; ;1;SPL19-0062;100006151
HVENTICELLO130CMDOPPEL000101DE;736.84000; ;1;SPL19-0062;100006151
HVENTICELLO130CMDOPPEL000104DE;736.84000; ;1;SPL19-0062;100006151
SILVANUS600000101DE;115.79000; ;1;SPL19-0062;100006151
SILVANUS750000101DE;131.58000; ;1;SPL19-0062;100006151
PORTUS600000101DE;164.21000; ;1;SPL19-0062;100006151
PORTUS600000104DE;164.21000; ;1;SPL19-0062;100006151
PORTUS600000214DE;164.21000; ;1;SPL19-0062;100006151
PORTUS700000101DE;181.05000; ;1;SPL19-0062;100006151
PORTUS700000104DE;181.05000; ;1;SPL19-0062;100006151
PORTUS700000214DE;181.05000; ;1;SPL19-0062;100006151
PORTUS800000101DE;191.58000; ;1;SPL19-0062;100006151
PORTUS800000104DE;191.58000; ;1;SPL19-0062;100006151
PORTUS800000214DE;191.58000; ;1;SPL19-0062;100006151
APOLLO000101DE;167.37000; ;1;SPL19-0062;100006151
APOLLO000104DE;167.37000; ;1;SPL19-0062;100006151
AURORA700000101DE;203.16000; ;1;SPL19-0062;100006151
AURORA700000104DE;203.16000; ;1;SPL19-0062;100006151
AURORA700000214DE;203.16000; ;1;SPL19-0062;100006151
ARTEMIS750000101DE;181.05000; ;1;SPL19-0062;100006151
ARTEMIS750000104DE;181.05000; ;1;SPL19-0062;100006151
ARTEMIS750000214DE;181.05000; ;1;SPL19-0062;100006151
AURORA850000101DE;213.68000; ;1;SPL19-0062;100006151
AURORA850000104DE;213.68000; ;1;SPL19-0062;100006151
AURORA850000214DE;213.68000; ;1;SPL19-0062;100006151
AURORA1000000101DE;230.53000; ;1;SPL19-0062;100006151
AURORA1000000104DE;230.53000; ;1;SPL19-0062;100006151
AURORA1000000214DE;230.53000; ;1;SPL19-0062;100006151
KALI70000101DE;183.16000; ;1;SPL19-0062;100006151
KALI70000104DE;183.16000; ;1;SPL19-0062;100006151
KALI70000216DE;183.16000; ;1;SPL19-0062;100006151
KALI70STAND000101DE;217.89000; ;1;SPL19-0062;100006151
KALI70STAND000104DE;217.89000; ;1;SPL19-0062;100006151
KALI70STAND000216DE;217.89000; ;1;SPL19-0062;100006151
KALI90000101DE;209.47000; ;1;SPL19-0062;100006151
KALI90000104DE;209.47000; ;1;SPL19-0062;100006151
KALI90000216DE;209.47000; ;1;SPL19-0062;100006151
KALI90STAND000101DE;256.84000; ;1;SPL19-0062;100006151
KALI90STAND000104DE;256.84000; ;1;SPL19-0062;100006151
KALI90STAND000216DE;256.84000; ;1;SPL19-0062;100006151
FELINI90000101DE;205.26000; ;1;SPL19-0062;100006151
FELINI90000104DE;205.26000; ;1;SPL19-0062;100006151
FELINI90000216DE;205.26000; ;1;SPL19-0062;100006151
FELINI90STAND000101DE;229.47000; ;1;SPL19-0062;100006151
FELINI90STAND000104DE;229.47000; ;1;SPL19-0062;100006151
FELINI90STAND000216DE;229.47000; ;1;SPL19-0062;100006151
ARGOS000101DE;362.11000; ;1;SPL19-0062;100006151
ARGOS000104DE;362.11000; ;1;SPL19-0062;100006151
AURELIONXL000101DE;416.84000; ;1;SPL19-0062;100006151
AURELIONXL000104DE;416.84000; ;1;SPL19-0062;100006151
METONUS100CM000101DE;89.47000; ;1;SPL19-0062;100006151
METONUS100CM000104DE;89.47000; ;1;SPL19-0062;100006151
METONUS100CM000214DE;89.47000; ;1;SPL19-0062;100006151
LEVANA-S000101DE;63.16000; ;1;SPL19-0062;100006151
LEVANA-S000104DE;63.16000; ;1;SPL19-0062;100006151
LEVANA-S000214DE;63.16000; ;1;SPL19-0062;100006151
LEVANA-M000101DE;68.42000; ;1;SPL19-0062;100006151
LEVANA-M000104DE;68.42000; ;1;SPL19-0062;100006151
LEVANA-M000214DE;68.42000; ;1;SPL19-0062;100006151
LEVANA-L000101DE;88.42000; ;1;SPL19-0062;100006151
LEVANA-L000104DE;88.42000; ;1;SPL19-0062;100006151
LEVANA-L000214DE;88.42000; ;1;SPL19-0062;100006151
LEVANA-XL000101DE;104.21000; ;1;SPL19-0062;100006151
LEVANA-XL000104DE;104.21000; ;1;SPL19-0062;100006151
LEVANA-XL000214DE;104.21000; ;1;SPL19-0062;100006151
PHS062CM000101DE;47.37000; ;1;SPL19-0062;100006151
PHS062CM000104DE;47.37000; ;1;SPL19-0062;100006151
PHS062CM000214DE;47.37000; ;1;SPL19-0062;100006151
PHS062CM000216DE;47.37000; ;1;SPL19-0062;100006151
PMS075CM000101DE;92.63000; ;1;SPL19-0062;100006151
PMS075CM000104DE;92.63000; ;1;SPL19-0062;100006151
PMS075CM000214DE;92.63000; ;1;SPL19-0062;100006151
PMS075CM000216DE;92.63000; ;1;SPL19-0062;100006151
PHS120CM000101DE;126.32000; ;1;SPL19-0062;100006151
PHS120CM000104DE;126.32000; ;1;SPL19-0062;100006151
PHS120CM000214DE;126.32000; ;1;SPL19-0062;100006151
PHS120CM000216DE;126.32000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-45-60;45.26000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-60-60;83.16000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-70-60;88.42000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-80-60;95.79000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-90-60;104.21000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-100-60;115.79000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-120-65;124.21000; ;1;SPL19-0062;100006151
DLED-SPIEGEL-140-60;131.58000; ;1;SPL19-0062;100006151
PSPS60CM1000101DE;121.05000; ;1;SPL19-0062;100006151
PSPS60CM1000104DE;121.05000; ;1;SPL19-0062;100006151
PSPS60CM1000214DE;121.05000; ;1;SPL19-0062;100006151
PSPS60CM1000216DE;121.05000; ;1;SPL19-0062;100006151
PSPS70CM1000101DE;131.58000; ;1;SPL19-0062;100006151
PSPS70CM1000104DE;131.58000; ;1;SPL19-0062;100006151
PSPS70CM1000214DE;131.58000; ;1;SPL19-0062;100006151
PSPS70CM1000216DE;131.58000; ;1;SPL19-0062;100006151
PSPS75CM1000101DE;136.84000; ;1;SPL19-0062;100006151
PSPS75CM1000104DE;136.84000; ;1;SPL19-0062;100006151
PSPS75CM1000214DE;136.84000; ;1;SPL19-0062;100006151
PSPS75CM1000216DE;136.84000; ;1;SPL19-0062;100006151
PSPS80CM1000101DE;142.11000; ;1;SPL19-0062;100006151
PSPS80CM1000104DE;142.11000; ;1;SPL19-0062;100006151
PSPS80CM1000214DE;142.11000; ;1;SPL19-0062;100006151
PSPS80CM1000216DE;142.11000; ;1;SPL19-0062;100006151
PSPS90CM1000101DE;157.89000; ;1;SPL19-0062;100006151
PSPS90CM1000104DE;157.89000; ;1;SPL19-0062;100006151
PSPS90CM1000214DE;157.89000; ;1;SPL19-0062;100006151
PSPS90CM1000216DE;157.89000; ;1;SPL19-0062;100006151
PSPS100CM1000101DE;163.16000; ;1;SPL19-0062;100006151
PSPS100CM1000104DE;163.16000; ;1;SPL19-0062;100006151
PSPS100CM1000214DE;163.16000; ;1;SPL19-0062;100006151
PSPS100CM1000216DE;163.16000; ;1;SPL19-0062;100006151
CARPO60S000101DE;247.37000; ;1;SPL19-0062;100006151
CARPO60S000104DE;247.37000; ;1;SPL19-0062;100006151
CARPO70S000101DE;269.47000; ;1;SPL19-0062;100006151
CARPO70S000104DE;269.47000; ;1;SPL19-0062;100006151
CARPO80S000101DE;287.37000; ;1;SPL19-0062;100006151
CARPO80S000104DE;287.37000; ;1;SPL19-0062;100006151
HOMELINE60000101DE;142.11000; ;1;SPL19-0062;100006151
HOMELINE60000104DE;142.11000; ;1;SPL19-0062;100006151
HOMELINE60000214DE;142.11000; ;1;SPL19-0062;100006151
HOMELINE60000216DE;142.11000; ;1;SPL19-0062;100006151
HOMELINE70000101DE;167.37000; ;1;SPL19-0062;100006151
HOMELINE70000104DE;167.37000; ;1;SPL19-0062;100006151
HOMELINE70000214DE;167.37000; ;1;SPL19-0062;100006151
HOMELINE70000216DE;167.37000; ;1;SPL19-0062;100006151
HOMELINE75000101DE;173.68000; ;1;SPL19-0062;100006151
HOMELINE75000104DE;173.68000; ;1;SPL19-0062;100006151
HOMELINE80000101DE;177.89000; ;1;SPL19-0062;100006151
HOMELINE80000104DE;177.89000; ;1;SPL19-0062;100006151
HOMELINE80000214DE;177.89000; ;1;SPL19-0062;100006151
HOMELINE80000216DE;177.89000; ;1;SPL19-0062;100006151
HOMELINE90000101DE;188.42000; ;1;SPL19-0062;100006151
HOMELINE90000104DE;188.42000; ;1;SPL19-0062;100006151
HOMELINE90000214DE;188.42000; ;1;SPL19-0062;100006151
HOMELINE90000216DE;188.42000; ;1;SPL19-0062;100006151
HOMELINE100000101DE;209.47000; ;1;SPL19-0062;100006151
HOMELINE100000104DE;209.47000; ;1;SPL19-0062;100006151
HOMELINE100000214DE;209.47000; ;1;SPL19-0062;100006151
HOMELINE100000216DE;209.47000; ;1;SPL19-0062;100006151
HOMELINE120000101DE;262.11000; ;1;SPL19-0062;100006151
HOMELINE120000104DE;262.11000; ;1;SPL19-0062;100006151
HOMELINE140000101DE;375.79000; ;1;SPL19-0062;100006151
HOMELINE140000104DE;375.79000; ;1;SPL19-0062;100006151
HOMELINEHS150000101DE;98.95000; ;1;SPL19-0062;100006151
HOMELINEHS150000104DE;98.95000; ;1;SPL19-0062;100006151
HOMELINEHS150000214DE;98.95000; ;1;SPL19-0062;100006151
HOMELINEHS150000216DE;98.95000; ;1;SPL19-0062;100006151
HOMELINESPS60000101DE;94.74000; ;1;SPL19-0062;100006151
HOMELINESPS60000104DE;94.74000; ;1;SPL19-0062;100006151
HOMELINESPS68000101DE;95.79000; ;1;SPL19-0062;100006151
HOMELINESPS68000104DE;95.79000; ;1;SPL19-0062;100006151
HOMELINESPS90000101DE;144.74000; ;1;SPL19-0062;100006151
HOMELINESPS90000104DE;144.74000; ;1;SPL19-0062;100006151
HOMELINESET1003000104DE;406.32000; ;1;SPL19-0062;100006151
HOMELINESET1003000101DE;406.32000; ;1;SPL19-0062;100006151
HOMELINESET1005000104DE;511.58000; ;1;SPL19-0062;100006151
HOMELINESET1005000101DE;511.58000; ;1;SPL19-0062;100006151
HOMELINESET603000104DE;290.53000; ;1;SPL19-0062;100006151
HOMELINESET603000101DE;290.53000; ;1;SPL19-0062;100006151
HOMELINESET605000104DE;392.63000; ;1;SPL19-0062;100006151
HOMELINESET605000101DE;392.63000; ;1;SPL19-0062;100006151
HOMELINESET753000104DE;345.26000; ;1;SPL19-0062;100006151
HOMELINESET753000101DE;345.26000; ;1;SPL19-0062;100006151
HOMELINESET755000104DE;450.53000; ;1;SPL19-0062;100006151
HOMELINESET755000101DE;450.53000; ;1;SPL19-0062;100006151
AVERSASET1005000101DE;620.00000; ;1;SPL19-0062;100006151
AVERSASET1005000104DE;620.00000; ;1;SPL19-0062;100006151
AVERSASET1005000214DE;620.00000; ;1;SPL19-0062;100006151
AVERSASET1005000216DE;620.00000; ;1;SPL19-0062;100006151
AVERSASET1006000101DE;743.16000; ;1;SPL19-0062;100006151
AVERSASET1006000104DE;743.16000; ;1;SPL19-0062;100006151
AVERSASET1006000214DE;743.16000; ;1;SPL19-0062;100006151
AVERSASET1006000216DE;743.16000; ;1;SPL19-0062;100006151
AVERSASET805000101DE;578.95000; ;1;SPL19-0062;100006151
AVERSASET805000104DE;578.95000; ;1;SPL19-0062;100006151
AVERSASET805000214DE;578.95000; ;1;SPL19-0062;100006151
AVERSASET805000216DE;578.95000; ;1;SPL19-0062;100006151
AVERSASET806000101DE;702.11000; ;1;SPL19-0062;100006151
AVERSASET806000104DE;702.11000; ;1;SPL19-0062;100006151
AVERSASET806000214DE;702.11000; ;1;SPL19-0062;100006151
AVERSASET806000216DE;702.11000; ;1;SPL19-0062;100006151
HOMELINESET70S000101DE;484.21000; ;1;SPL19-0062;100006151
HOMELINESET70S000104DE;484.21000; ;1;SPL19-0062;100006151
HOMELINESET70M000101DE;493.68000; ;1;SPL19-0062;100006151
